strategy,threshold,margin,alpha,beta,gamma,source_accuracy,top1_accuracy,mrr,fpr_local,fnr_local,precision_local,recall_local,f1_local,kb_utilization,local_rate,openai_rate,openai_calls,false_compliance,total_cost,tp_local,fp_local,fn_local,tn_local,objective_source_accuracy,objective_f1_local,objective_cost
cosine_margin,0.77,0.10,0.70,0.20,0.10,0.6279,0.8478,0.8986,0.0000,0.6739,1.0000,0.3261,0.4918,0.3261,0.1744,0.5581,48,2,82.4000,15,0,31,40,0.6279,0.4918,82.4000
cosine_margin,0.78,0.00,0.70,0.20,0.10,0.6279,0.8478,0.8986,0.0000,0.6739,1.0000,0.3261,0.4918,0.3261,0.1744,0.5581,48,2,82.4000,15,0,31,40,0.6279,0.4918,82.4000
cosine_margin,0.78,0.01,0.70,0.20,0.10,0.6279,0.8478,0.8986,0.0000,0.6739,1.0000,0.3261,0.4918,0.3261,0.1744,0.5581,48,2,82.4000,15,0,31,40,0.6279,0.4918,82.4000
cosine_margin,0.78,0.02,0.70,0.20,0.10,0.6279,0.8478,0.8986,0.0000,0.6739,1.0000,0.3261,0.4918,0.3261,0.1744,0.5581,48,2,82.4000,15,0,31,40,0.6279,0.4918,82.4000
cosine_margin,0.78,0.03,0.70,0.20,0.10,0.6279,0.8478,0.8986,0.0000,0.6739,1.0000,0.3261,0.4918,0.3261,0.1744,0.5581,48,2,82.4000,15,0,31,40,0.6279,0.4918,82.4000
cosine_margin,0.78,0.04,0.70,0.20,0.10,0.6279,0.8478,0.8986,0.0000,0.6739,1.0000,0.3261,0.4918,0.3261,0.1744,0.5581,48,2,82.4000,15,0,31,40,0.6279,0.4918,82.4000
cosine_margin,0.78,0.05,0.70,0.20,0.10,0.6279,0.8478,0.8986,0.0000,0.6739,1.0000,0.3261,0.4918,0.3261,0.1744,0.5581,48,2,82.4000,15,0,31,40,0.6279,0.4918,82.4000
cosine_margin,0.78,0.06,0.70,0.20,0.10,0.6279,0.8478,0.8986,0.0000,0.6739,1.0000,0.3261,0.4918,0.3261,0.1744,0.5581,48,2,82.4000,15,0,31,40,0.6279,0.4918,82.4000
cosine_margin,0.78,0.07,0.70,0.20,0.10,0.6279,0.8478,0.8986,0.0000,0.6739,1.0000,0.3261,0.4918,0.3261,0.1744,0.5581,48,2,82.4000,15,0,31,40,0.6279,0.4918,82.4000
cosine_margin,0.78,0.08,0.70,0.20,0.10,0.6279,0.8478,0.8986,0.0000,0.6739,1.0000,0.3261,0.4918,0.3261,0.1744,0.5581,48,2,82.4000,15,0,31,40,0.6279,0.4918,82.4000
cosine_margin,0.78,0.09,0.70,0.20,0.10,0.6163,0.8478,0.8986,0.0000,0.6957,1.0000,0.3043,0.4667,0.3043,0.1628,0.5698,49,2,84.7000,14,0,32,40,0.6163,0.4667,84.7000
cosine_margin,0.78,0.10,0.70,0.20,0.10,0.6163,0.8478,0.8986,0.0000,0.6957,1.0000,0.3043,0.4667,0.3043,0.1628,0.5698,49,2,84.7000,14,0,32,40,0.6163,0.4667,84.7000
cosine_margin,0.79,0.00,0.70,0.20,0.10,0.6047,0.8478,0.8986,0.0000,0.7174,1.0000,0.2826,0.4407,0.2826,0.1512,0.5814,50,2,87.0000,13,0,33,40,0.6047,0.4407,87.0000
cosine_margin,0.79,0.01,0.70,0.20,0.10,0.6047,0.8478,0.8986,0.0000,0.7174,1.0000,0.2826,0.4407,0.2826,0.1512,0.5814,50,2,87.0000,13,0,33,40,0.6047,0.4407,87.0000
cosine_margin,0.79,0.02,0.70,0.20,0.10,0.6047,0.8478,0.8986,0.0000,0.7174,1.0000,0.2826,0.4407,0.2826,0.1512,0.5814,50,2,87.0000,13,0,33,40,0.6047,0.4407,87.0000
cosine_margin,0.79,0.03,0.70,0.20,0.10,0.6047,0.8478,0.8986,0.0000,0.7174,1.0000,0.2826,0.4407,0.2826,0.1512,0.5814,50,2,87.0000,13,0,33,40,0.6047,0.4407,87.0000
cosine_margin,0.79,0.04,0.70,0.20,0.10,0.6047,0.8478,0.8986,0.0000,0.7174,1.0000,0.2826,0.4407,0.2826,0.1512,0.5814,50,2,87.0000,13,0,33,40,0.6047,0.4407,87.0000
cosine_margin,0.79,0.05,0.70,0.20,0.10,0.6047,0.8478,0.8986,0.0000,0.7174,1.0000,0.2826,0.4407,0.2826,0.1512,0.5814,50,2,87.0000,13,0,33,40,0.6047,0.4407,87.0000
cosine_margin,0.79,0.06,0.70,0.20,0.10,0.6047,0.8478,0.8986,0.0000,0.7174,1.0000,0.2826,0.4407,0.2826,0.1512,0.5814,50,2,87.0000,13,0,33,40,0.6047,0.4407,87.0000
cosine_margin,0.79,0.07,0.70,0.20,0.10,0.6047,0.8478,0.8986,0.0000,0.7174,1.0000,0.2826,0.4407,0.2826,0.1512,0.5814,50,2,87.0000,13,0,33,40,0.6047,0.4407,87.0000
cosine_margin,0.79,0.08,0.70,0.20,0.10,0.6047,0.8478,0.8986,0.0000,0.7174,1.0000,0.2826,0.4407,0.2826,0.1512,0.5814,50,2,87.0000,13,0,33,40,0.6047,0.4407,87.0000
cosine_margin,0.79,0.09,0.70,0.20,0.10,0.5930,0.8478,0.8986,0.0000,0.7391,1.0000,0.2609,0.4138,0.2609,0.1395,0.5930,51,2,89.3000,12,0,34,40,0.5930,0.4138,89.3000
cosine_margin,0.79,0.10,0.70,0.20,0.10,0.5930,0.8478,0.8986,0.0000,0.7391,1.0000,0.2609,0.4138,0.2609,0.1395,0.5930,51,2,89.3000,12,0,34,40,0.5930,0.4138,89.3000
cosine_margin,0.80,0.00,0.70,0.20,0.10,0.5930,0.8478,0.8986,0.0000,0.7391,1.0000,0.2609,0.4138,0.2609,0.1395,0.5930,51,2,89.3000,12,0,34,40,0.5930,0.4138,89.3000
cosine_margin,0.80,0.01,0.70,0.20,0.10,0.5930,0.8478,0.8986,0.0000,0.7391,1.0000,0.2609,0.4138,0.2609,0.1395,0.5930,51,2,89.3000,12,0,34,40,0.5930,0.4138,89.3000
cosine_margin,0.80,0.02,0.70,0.20,0.10,0.5930,0.8478,0.8986,0.0000,0.7391,1.0000,0.2609,0.4138,0.2609,0.1395,0.5930,51,2,89.3000,12,0,34,40,0.5930,0.4138,89.3000
cosine_margin,0.80,0.03,0.70,0.20,0.10,0.5930,0.8478,0.8986,0.0000,0.7391,1.0000,0.2609,0.4138,0.2609,0.1395,0.5930,51,2,89.3000,12,0,34,40,0.5930,0.4138,89.3000
cosine_margin,0.80,0.04,0.70,0.20,0.10,0.5930,0.8478,0.8986,0.0000,0.7391,1.0000,0.2609,0.4138,0.2609,0.1395,0.5930,51,2,89.3000,12,0,34,40,0.5930,0.4138,89.3000
cosine_margin,0.80,0.05,0.70,0.20,0.10,0.5930,0.8478,0.8986,0.0000,0.7391,1.0000,0.2609,0.4138,0.2609,0.1395,0.5930,51,2,89.3000,12,0,34,40,0.5930,0.4138,89.3000
cosine_margin,0.80,0.06,0.70,0.20,0.10,0.5930,0.8478,0.8986,0.0000,0.7391,1.0000,0.2609,0.4138,0.2609,0.1395,0.5930,51,2,89.3000,12,0,34,40,0.5930,0.4138,89.3000
cosine_margin,0.80,0.07,0.70,0.20,0.10,0.5930,0.8478,0.8986,0.0000,0.7391,1.0000,0.2609,0.4138,0.2609,0.1395,0.5930,51,2,89.3000,12,0,34,40,0.5930,0.4138,89.3000
cosine_margin,0.80,0.08,0.70,0.20,0.10,0.5930,0.8478,0.8986,0.0000,0.7391,1.0000,0.2609,0.4138,0.2609,0.1395,0.5930,51,2,89.3000,12,0,34,40,0.5930,0.4138,89.3000
cosine_margin,0.80,0.09,0.70,0.20,0.10,0.5814,0.8478,0.8986,0.0000,0.7609,1.0000,0.2391,0.3860,0.2391,0.1279,0.6047,52,2,91.6000,11,0,35,40,0.5814,0.3860,91.6000
cosine_margin,0.80,0.10,0.70,0.20,0.10,0.5814,0.8478,0.8986,0.0000,0.7609,1.0000,0.2391,0.3860,0.2391,0.1279,0.6047,52,2,91.6000,11,0,35,40,0.5814,0.3860,91.6000
cosine_margin,0.81,0.00,0.70,0.20,0.10,0.5814,0.8478,0.8986,0.0000,0.7609,1.0000,0.2391,0.3860,0.2391,0.1279,0.6047,52,2,91.6000,11,0,35,40,0.5814,0.3860,91.6000
cosine_margin,0.81,0.01,0.70,0.20,0.10,0.5814,0.8478,0.8986,0.0000,0.7609,1.0000,0.2391,0.3860,0.2391,0.1279,0.6047,52,2,91.6000,11,0,35,40,0.5814,0.3860,91.6000
cosine_margin,0.81,0.02,0.70,0.20,0.10,0.5814,0.8478,0.8986,0.0000,0.7609,1.0000,0.2391,0.3860,0.2391,0.1279,0.6047,52,2,91.6000,11,0,35,40,0.5814,0.3860,91.6000
cosine_margin,0.81,0.03,0.70,0.20,0.10,0.5814,0.8478,0.8986,0.0000,0.7609,1.0000,0.2391,0.3860,0.2391,0.1279,0.6047,52,2,91.6000,11,0,35,40,0.5814,0.3860,91.6000
cosine_margin,0.81,0.04,0.70,0.20,0.10,0.5814,0.8478,0.8986,0.0000,0.7609,1.0000,0.2391,0.3860,0.2391,0.1279,0.6047,52,2,91.6000,11,0,35,40,0.5814,0.3860,91.6000
cosine_margin,0.81,0.05,0.70,0.20,0.10,0.5814,0.8478,0.8986,0.0000,0.7609,1.0000,0.2391,0.3860,0.2391,0.1279,0.6047,52,2,91.6000,11,0,35,40,0.5814,0.3860,91.6000
cosine_margin,0.81,0.06,0.70,0.20,0.10,0.5814,0.8478,0.8986,0.0000,0.7609,1.0000,0.2391,0.3860,0.2391,0.1279,0.6047,52,2,91.6000,11,0,35,40,0.5814,0.3860,91.6000
cosine_margin,0.81,0.07,0.70,0.20,0.10,0.5814,0.8478,0.8986,0.0000,0.7609,1.0000,0.2391,0.3860,0.2391,0.1279,0.6047,52,2,91.6000,11,0,35,40,0.5814,0.3860,91.6000
cosine_margin,0.81,0.08,0.70,0.20,0.10,0.5814,0.8478,0.8986,0.0000,0.7609,1.0000,0.2391,0.3860,0.2391,0.1279,0.6047,52,2,91.6000,11,0,35,40,0.5814,0.3860,91.6000
cosine_margin,0.81,0.09,0.70,0.20,0.10,0.5814,0.8478,0.8986,0.0000,0.7609,1.0000,0.2391,0.3860,0.2391,0.1279,0.6047,52,2,91.6000,11,0,35,40,0.5814,0.3860,91.6000
cosine_margin,0.81,0.10,0.70,0.20,0.10,0.5814,0.8478,0.8986,0.0000,0.7609,1.0000,0.2391,0.3860,0.2391,0.1279,0.6047,52,2,91.6000,11,0,35,40,0.5814,0.3860,91.6000
cosine_margin,0.82,0.00,0.70,0.20,0.10,0.5698,0.8478,0.8986,0.0000,0.7826,1.0000,0.2174,0.3571,0.2174,0.1163,0.6163,53,2,93.9000,10,0,36,40,0.5698,0.3571,93.9000
cosine_margin,0.82,0.01,0.70,0.20,0.10,0.5698,0.8478,0.8986,0.0000,0.7826,1.0000,0.2174,0.3571,0.2174,0.1163,0.6163,53,2,93.9000,10,0,36,40,0.5698,0.3571,93.9000
cosine_margin,0.82,0.02,0.70,0.20,0.10,0.5698,0.8478,0.8986,0.0000,0.7826,1.0000,0.2174,0.3571,0.2174,0.1163,0.6163,53,2,93.9000,10,0,36,40,0.5698,0.3571,93.9000
cosine_margin,0.82,0.03,0.70,0.20,0.10,0.5698,0.8478,0.8986,0.0000,0.7826,1.0000,0.2174,0.3571,0.2174,0.1163,0.6163,53,2,93.9000,10,0,36,40,0.5698,0.3571,93.9000
cosine_margin,0.82,0.04,0.70,0.20,0.10,0.5698,0.8478,0.8986,0.0000,0.7826,1.0000,0.2174,0.3571,0.2174,0.1163,0.6163,53,2,93.9000,10,0,36,40,0.5698,0.3571,93.9000
cosine_margin,0.82,0.05,0.70,0.20,0.10,0.5698,0.8478,0.8986,0.0000,0.7826,1.0000,0.2174,0.3571,0.2174,0.1163,0.6163,53,2,93.9000,10,0,36,40,0.5698,0.3571,93.9000
cosine_margin,0.82,0.06,0.70,0.20,0.10,0.5698,0.8478,0.8986,0.0000,0.7826,1.0000,0.2174,0.3571,0.2174,0.1163,0.6163,53,2,93.9000,10,0,36,40,0.5698,0.3571,93.9000
cosine_margin,0.82,0.07,0.70,0.20,0.10,0.5698,0.8478,0.8986,0.0000,0.7826,1.0000,0.2174,0.3571,0.2174,0.1163,0.6163,53,2,93.9000,10,0,36,40,0.5698,0.3571,93.9000
cosine_margin,0.82,0.08,0.70,0.20,0.10,0.5698,0.8478,0.8986,0.0000,0.7826,1.0000,0.2174,0.3571,0.2174,0.1163,0.6163,53,2,93.9000,10,0,36,40,0.5698,0.3571,93.9000
cosine_margin,0.82,0.09,0.70,0.20,0.10,0.5698,0.8478,0.8986,0.0000,0.7826,1.0000,0.2174,0.3571,0.2174,0.1163,0.6163,53,2,93.9000,10,0,36,40,0.5698,0.3571,93.9000
cosine_margin,0.82,0.10,0.70,0.20,0.10,0.5698,0.8478,0.8986,0.0000,0.7826,1.0000,0.2174,0.3571,0.2174,0.1163,0.6163,53,2,93.9000,10,0,36,40,0.5698,0.3571,93.9000
cosine_margin,0.83,0.00,0.70,0.20,0.10,0.5698,0.8478,0.8986,0.0000,0.7826,1.0000,0.2174,0.3571,0.2174,0.1163,0.6163,53,2,93.9000,10,0,36,40,0.5698,0.3571,93.9000
cosine_margin,0.83,0.01,0.70,0.20,0.10,0.5698,0.8478,0.8986,0.0000,0.7826,1.0000,0.2174,0.3571,0.2174,0.1163,0.6163,53,2,93.9000,10,0,36,40,0.5698,0.3571,93.9000
cosine_margin,0.83,0.02,0.70,0.20,0.10,0.5698,0.8478,0.8986,0.0000,0.7826,1.0000,0.2174,0.3571,0.2174,0.1163,0.6163,53,2,93.9000,10,0,36,40,0.5698,0.3571,93.9000
cosine_margin,0.83,0.03,0.70,0.20,0.10,0.5698,0.8478,0.8986,0.0000,0.7826,1.0000,0.2174,0.3571,0.2174,0.1163,0.6163,53,2,93.9000,10,0,36,40,0.5698,0.3571,93.9000
cosine_margin,0.83,0.04,0.70,0.20,0.10,0.5698,0.8478,0.8986,0.0000,0.7826,1.0000,0.2174,0.3571,0.2174,0.1163,0.6163,53,2,93.9000,10,0,36,40,0.5698,0.3571,93.9000
cosine_margin,0.83,0.05,0.70,0.20,0.10,0.5698,0.8478,0.8986,0.0000,0.7826,1.0000,0.2174,0.3571,0.2174,0.1163,0.6163,53,2,93.9000,10,0,36,40,0.5698,0.3571,93.9000
cosine_margin,0.83,0.06,0.70,0.20,0.10,0.5698,0.8478,0.8986,0.0000,0.7826,1.0000,0.2174,0.3571,0.2174,0.1163,0.6163,53,2,93.9000,10,0,36,40,0.5698,0.3571,93.9000
cosine_margin,0.83,0.07,0.70,0.20,0.10,0.5698,0.8478,0.8986,0.0000,0.7826,1.0000,0.2174,0.3571,0.2174,0.1163,0.6163,53,2,93.9000,10,0,36,40,0.5698,0.3571,93.9000
cosine_margin,0.83,0.08,0.70,0.20,0.10,0.5698,0.8478,0.8986,0.0000,0.7826,1.0000,0.2174,0.3571,0.2174,0.1163,0.6163,53,2,93.9000,10,0,36,40,0.5698,0.3571,93.9000
cosine_margin,0.83,0.09,0.70,0.20,0.10,0.5698,0.8478,0.8986,0.0000,0.7826,1.0000,0.2174,0.3571,0.2174,0.1163,0.6163,53,2,93.9000,10,0,36,40,0.5698,0.3571,93.9000
cosine_margin,0.83,0.10,0.70,0.20,0.10,0.5698,0.8478,0.8986,0.0000,0.7826,1.0000,0.2174,0.3571,0.2174,0.1163,0.6163,53,2,93.9000,10,0,36,40,0.5698,0.3571,93.9000
cosine_margin,0.84,0.00,0.70,0.20,0.10,0.5465,0.8478,0.8986,0.0000,0.8261,1.0000,0.1739,0.2963,0.1739,0.0930,0.6395,55,2,98.5000,8,0,38,40,0.5465,0.2963,98.5000
cosine_margin,0.84,0.01,0.70,0.20,0.10,0.5465,0.8478,0.8986,0.0000,0.8261,1.0000,0.1739,0.2963,0.1739,0.0930,0.6395,55,2,98.5000,8,0,38,40,0.5465,0.2963,98.5000
cosine_margin,0.84,0.02,0.70,0.20,0.10,0.5465,0.8478,0.8986,0.0000,0.8261,1.0000,0.1739,0.2963,0.1739,0.0930,0.6395,55,2,98.5000,8,0,38,40,0.5465,0.2963,98.5000
cosine_margin,0.84,0.03,0.70,0.20,0.10,0.5465,0.8478,0.8986,0.0000,0.8261,1.0000,0.1739,0.2963,0.1739,0.0930,0.6395,55,2,98.5000,8,0,38,40,0.5465,0.2963,98.5000
cosine_margin,0.84,0.04,0.70,0.20,0.10,0.5465,0.8478,0.8986,0.0000,0.8261,1.0000,0.1739,0.2963,0.1739,0.0930,0.6395,55,2,98.5000,8,0,38,40,0.5465,0.2963,98.5000
cosine_margin,0.84,0.05,0.70,0.20,0.10,0.5465,0.8478,0.8986,0.0000,0.8261,1.0000,0.1739,0.2963,0.1739,0.0930,0.6395,55,2,98.5000,8,0,38,40,0.5465,0.2963,98.5000
cosine_margin,0.84,0.06,0.70,0.20,0.10,0.5465,0.8478,0.8986,0.0000,0.8261,1.0000,0.1739,0.2963,0.1739,0.0930,0.6395,55,2,98.5000,8,0,38,40,0.5465,0.2963,98.5000
cosine_margin,0.84,0.07,0.70,0.20,0.10,0.5465,0.8478,0.8986,0.0000,0.8261,1.0000,0.1739,0.2963,0.1739,0.0930,0.6395,55,2,98.5000,8,0,38,40,0.5465,0.2963,98.5000
cosine_margin,0.84,0.08,0.70,0.20,0.10,0.5465,0.8478,0.8986,0.0000,0.8261,1.0000,0.1739,0.2963,0.1739,0.0930,0.6395,55,2,98.5000,8,0,38,40,0.5465,0.2963,98.5000
cosine_margin,0.84,0.09,0.70,0.20,0.10,0.5465,0.8478,0.8986,0.0000,0.8261,1.0000,0.1739,0.2963,0.1739,0.0930,0.6395,55,2,98.5000,8,0,38,40,0.5465,0.2963,98.5000
cosine_margin,0.84,0.10,0.70,0.20,0.10,0.5465,0.8478,0.8986,0.0000,0.8261,1.0000,0.1739,0.2963,0.1739,0.0930,0.6395,55,2,98.5000,8,0,38,40,0.5465,0.2963,98.5000
cosine_margin,0.85,0.00,0.70,0.20,0.10,0.5233,0.8478,0.8986,0.0000,0.8696,1.0000,0.1304,0.2308,0.1304,0.0698,0.6628,57,2,103.1000,6,0,40,40,0.5233,0.2308,103.1000
cosine_margin,0.85,0.01,0.70,0.20,0.10,0.5233,0.8478,0.8986,0.0000,0.8696,1.0000,0.1304,0.2308,0.1304,0.0698,0.6628,57,2,103.1000,6,0,40,40,0.5233,0.2308,103.1000
cosine_margin,0.85,0.02,0.70,0.20,0.10,0.5233,0.8478,0.8986,0.0000,0.8696,1.0000,0.1304,0.2308,0.1304,0.0698,0.6628,57,2,103.1000,6,0,40,40,0.5233,0.2308,103.1000
cosine_margin,0.85,0.03,0.70,0.20,0.10,0.5233,0.8478,0.8986,0.0000,0.8696,1.0000,0.1304,0.2308,0.1304,0.0698,0.6628,57,2,103.1000,6,0,40,40,0.5233,0.2308,103.1000
cosine_margin,0.85,0.04,0.70,0.20,0.10,0.5233,0.8478,0.8986,0.0000,0.8696,1.0000,0.1304,0.2308,0.1304,0.0698,0.6628,57,2,103.1000,6,0,40,40,0.5233,0.2308,103.1000
cosine_margin,0.85,0.05,0.70,0.20,0.10,0.5233,0.8478,0.8986,0.0000,0.8696,1.0000,0.1304,0.2308,0.1304,0.0698,0.6628,57,2,103.1000,6,0,40,40,0.5233,0.2308,103.1000
cosine_margin,0.85,0.06,0.70,0.20,0.10,0.5233,0.8478,0.8986,0.0000,0.8696,1.0000,0.1304,0.2308,0.1304,0.0698,0.6628,57,2,103.1000,6,0,40,40,0.5233,0.2308,103.1000
cosine_margin,0.85,0.07,0.70,0.20,0.10,0.5233,0.8478,0.8986,0.0000,0.8696,1.0000,0.1304,0.2308,0.1304,0.0698,0.6628,57,2,103.1000,6,0,40,40,0.5233,0.2308,103.1000
cosine_margin,0.85,0.08,0.70,0.20,0.10,0.5233,0.8478,0.8986,0.0000,0.8696,1.0000,0.1304,0.2308,0.1304,0.0698,0.6628,57,2,103.1000,6,0,40,40,0.5233,0.2308,103.1000
cosine_margin,0.85,0.09,0.70,0.20,0.10,0.5233,0.8478,0.8986,0.0000,0.8696,1.0000,0.1304,0.2308,0.1304,0.0698,0.6628,57,2,103.1000,6,0,40,40,0.5233,0.2308,103.1000
cosine_margin,0.85,0.10,0.70,0.20,0.10,0.5233,0.8478,0.8986,0.0000,0.8696,1.0000,0.1304,0.2308,0.1304,0.0698,0.6628,57,2,103.1000,6,0,40,40,0.5233,0.2308,103.1000
cosine_margin,0.86,0.00,0.70,0.20,0.10,0.4884,0.8478,0.8986,0.0000,0.9348,1.0000,0.0652,0.1224,0.0652,0.0349,0.6977,60,2,110.0000,3,0,43,40,0.4884,0.1224,110.0000
cosine_margin,0.86,0.01,0.70,0.20,0.10,0.4884,0.8478,0.8986,0.0000,0.9348,1.0000,0.0652,0.1224,0.0652,0.0349,0.6977,60,2,110.0000,3,0,43,40,0.4884,0.1224,110.0000
cosine_margin,0.86,0.02,0.70,0.20,0.10,0.4884,0.8478,0.8986,0.0000,0.9348,1.0000,0.0652,0.1224,0.0652,0.0349,0.6977,60,2,110.0000,3,0,43,40,0.4884,0.1224,110.0000
cosine_margin,0.86,0.03,0.70,0.20,0.10,0.4884,0.8478,0.8986,0.0000,0.9348,1.0000,0.0652,0.1224,0.0652,0.0349,0.6977,60,2,110.0000,3,0,43,40,0.4884,0.1224,110.0000
cosine_margin,0.86,0.04,0.70,0.20,0.10,0.4884,0.8478,0.8986,0.0000,0.9348,1.0000,0.0652,0.1224,0.0652,0.0349,0.6977,60,2,110.0000,3,0,43,40,0.4884,0.1224,110.0000
cosine_margin,0.86,0.05,0.70,0.20,0.10,0.4884,0.8478,0.8986,0.0000,0.9348,1.0000,0.0652,0.1224,0.0652,0.0349,0.6977,60,2,110.0000,3,0,43,40,0.4884,0.1224,110.0000
cosine_margin,0.86,0.06,0.70,0.20,0.10,0.4884,0.8478,0.8986,0.0000,0.9348,1.0000,0.0652,0.1224,0.0652,0.0349,0.6977,60,2,110.0000,3,0,43,40,0.4884,0.1224,110.0000
cosine_margin,0.86,0.07,0.70,0.20,0.10,0.4884,0.8478,0.8986,0.0000,0.9348,1.0000,0.0652,0.1224,0.0652,0.0349,0.6977,60,2,110.0000,3,0,43,40,0.4884,0.1224,110.0000
cosine_margin,0.86,0.08,0.70,0.20,0.10,0.4884,0.8478,0.8986,0.0000,0.9348,1.0000,0.0652,0.1224,0.0652,0.0349,0.6977,60,2,110.0000,3,0,43,40,0.4884,0.1224,110.0000
cosine_margin,0.86,0.09,0.70,0.20,0.10,0.4884,0.8478,0.8986,0.0000,0.9348,1.0000,0.0652,0.1224,0.0652,0.0349,0.6977,60,2,110.0000,3,0,43,40,0.4884,0.1224,110.0000
cosine_margin,0.86,0.10,0.70,0.20,0.10,0.4884,0.8478,0.8986,0.0000,0.9348,1.0000,0.0652,0.1224,0.0652,0.0349,0.6977,60,2,110.0000,3,0,43,40,0.4884,0.1224,110.0000
cosine_margin,0.87,0.00,0.70,0.20,0.10,0.4884,0.8478,0.8986,0.0000,0.9348,1.0000,0.0652,0.1224,0.0652,0.0349,0.6977,60,2,110.0000,3,0,43,40,0.4884,0.1224,110.0000
cosine_margin,0.87,0.01,0.70,0.20,0.10,0.4884,0.8478,0.8986,0.0000,0.9348,1.0000,0.0652,0.1224,0.0652,0.0349,0.6977,60,2,110.0000,3,0,43,40,0.4884,0.1224,110.0000
cosine_margin,0.87,0.02,0.70,0.20,0.10,0.4884,0.8478,0.8986,0.0000,0.9348,1.0000,0.0652,0.1224,0.0652,0.0349,0.6977,60,2,110.0000,3,0,43,40,0.4884,0.1224,110.0000
cosine_margin,0.87,0.03,0.70,0.20,0.10,0.4884,0.8478,0.8986,0.0000,0.9348,1.0000,0.0652,0.1224,0.0652,0.0349,0.6977,60,2,110.0000,3,0,43,40,0.4884,0.1224,110.0000
cosine_margin,0.87,0.04,0.70,0.20,0.10,0.4884,0.8478,0.8986,0.0000,0.9348,1.0000,0.0652,0.1224,0.0652,0.0349,0.6977,60,2,110.0000,3,0,43,40,0.4884,0.1224,110.0000
cosine_margin,0.87,0.05,0.70,0.20,0.10,0.4884,0.8478,0.8986,0.0000,0.9348,1.0000,0.0652,0.1224,0.0652,0.0349,0.6977,60,2,110.0000,3,0,43,40,0.4884,0.1224,110.0000
cosine_margin,0.87,0.06,0.70,0.20,0.10,0.4884,0.8478,0.8986,0.0000,0.9348,1.0000,0.0652,0.1224,0.0652,0.0349,0.6977,60,2,110.0000,3,0,43,40,0.4884,0.1224,110.0000
cosine_margin,0.87,0.07,0.70,0.20,0.10,0.4884,0.8478,0.8986,0.0000,0.9348,1.0000,0.0652,0.1224,0.0652,0.0349,0.6977,60,2,110.0000,3,0,43,40,0.4884,0.1224,110.0000
cosine_margin,0.87,0.08,0.70,0.20,0.10,0.4884,0.8478,0.8986,0.0000,0.9348,1.0000,0.0652,0.1224,0.0652,0.0349,0.6977,60,2,110.0000,3,0,43,40,0.4884,0.1224,110.0000
cosine_margin,0.87,0.09,0.70,0.20,0.10,0.4884,0.8478,0.8986,0.0000,0.9348,1.0000,0.0652,0.1224,0.0652,0.0349,0.6977,60,2,110.0000,3,0,43,40,0.4884,0.1224,110.0000
cosine_margin,0.87,0.10,0.70,0.20,0.10,0.4884,0.8478,0.8986,0.0000,0.9348,1.0000,0.0652,0.1224,0.0652,0.0349,0.6977,60,2,110.0000,3,0,43,40,0.4884,0.1224,110.0000
cosine_margin,0.88,0.00,0.70,0.20,0.10,0.4884,0.8478,0.8986,0.0000,0.9348,1.0000,0.0652,0.1224,0.0652,0.0349,0.6977,60,2,110.0000,3,0,43,40,0.4884,0.1224,110.0000
cosine_margin,0.88,0.01,0.70,0.20,0.10,0.4884,0.8478,0.8986,0.0000,0.9348,1.0000,0.0652,0.1224,0.0652,0.0349,0.6977,60,2,110.0000,3,0,43,40,0.4884,0.1224,110.0000
cosine_margin,0.88,0.02,0.70,0.20,0.10,0.4884,0.8478,0.8986,0.0000,0.9348,1.0000,0.0652,0.1224,0.0652,0.0349,0.6977,60,2,110.0000,3,0,43,40,0.4884,0.1224,110.0000
cosine_margin,0.88,0.03,0.70,0.20,0.10,0.4884,0.8478,0.8986,0.0000,0.9348,1.0000,0.0652,0.1224,0.0652,0.0349,0.6977,60,2,110.0000,3,0,43,40,0.4884,0.1224,110.0000
cosine_margin,0.88,0.04,0.70,0.20,0.10,0.4884,0.8478,0.8986,0.0000,0.9348,1.0000,0.0652,0.1224,0.0652,0.0349,0.6977,60,2,110.0000,3,0,43,40,0.4884,0.1224,110.0000
cosine_margin,0.88,0.05,0.70,0.20,0.10,0.4884,0.8478,0.8986,0.0000,0.9348,1.0000,0.0652,0.1224,0.0652,0.0349,0.6977,60,2,110.0000,3,0,43,40,0.4884,0.1224,110.0000
cosine_margin,0.88,0.06,0.70,0.20,0.10,0.4884,0.8478,0.8986,0.0000,0.9348,1.0000,0.0652,0.1224,0.0652,0.0349,0.6977,60,2,110.0000,3,0,43,40,0.4884,0.1224,110.0000
cosine_margin,0.88,0.07,0.70,0.20,0.10,0.4884,0.8478,0.8986,0.0000,0.9348,1.0000,0.0652,0.1224,0.0652,0.0349,0.6977,60,2,110.0000,3,0,43,40,0.4884,0.1224,110.0000
cosine_margin,0.88,0.08,0.70,0.20,0.10,0.4884,0.8478,0.8986,0.0000,0.9348,1.0000,0.0652,0.1224,0.0652,0.0349,0.6977,60,2,110.0000,3,0,43,40,0.4884,0.1224,110.0000
cosine_margin,0.88,0.09,0.70,0.20,0.10,0.4884,0.8478,0.8986,0.0000,0.9348,1.0000,0.0652,0.1224,0.0652,0.0349,0.6977,60,2,110.0000,3,0,43,40,0.4884,0.1224,110.0000
